PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Mountaineering Equipment,Female,27,Single,Student
Mountaineering Equipment,Female,27,Single,Student
Outdoor Protection,Female,27,Single,Student
Personal Accessories,Female,39,Single,Other
Camping Equipment,Male,33,Married,Professional
Golf Equipment,Male,33,Married,Professional
Personal Accessories,Female,27,Married,Sales
Camping Equipment,Male,26,Married,Other
Camping Equipment,Male,33,Married,Other
Camping Equipment,Male,34,Married,Sales
Camping Equipment,Male,39,Married,Sales
Personal Accessories,Female,42,Married,Other
Mountaineering Equipment,Male,28,Single,Professional
Personal Accessories,Male,23,Single,Student
Camping Equipment,Female,41,Married,Executive
Camping Equipment,Female,41,Married,Executive
Personal Accessories,Female,46,Married,Other
Camping Equipment,Female,66,Unspecified,Hospitality
Personal Accessories,Female,66,Unspecified,Hospitality
Golf Equipment,Male,43,Married,Other
Personal Accessories,Male,43,Married,Other
Personal Accessories,Female,37,Married,Executive
Personal Accessories,Male,43,Married,Other
Personal Accessories,Male,21,Single,Student
Camping Equipment,Male,42,Married,Other
Camping Equipment,Male,27,Single,Trades
Camping Equipment,Male,20,Single,Other
Camping Equipment,Male,20,Single,Other
Camping Equipment,Male,28,Single,Professional
Camping Equipment,Male,31,Married,Trades
Mountaineering Equipment,Male,26,Single,Other
Mountaineering Equipment,Male,23,Single,Sales
Camping Equipment,Female,35,Married,Other
Outdoor Protection,Female,35,Married,Other
Golf Equipment,Male,58,Married,Other
Personal Accessories,Female,49,Married,Other
Personal Accessories,Female,41,Married,Retired
Personal Accessories,Female,63,Married,Retired
Camping Equipment,Female,38,Married,Other
Camping Equipment,Female,30,Married,Hospitality
Camping Equipment,Female,27,Single,Other
Camping Equipment,Female,27,Single,Other
Personal Accessories,Male,33,Married,Sales
Personal Accessories,Male,33,Married,Sales
Camping Equipment,Male,44,Married,Other
Camping Equipment,Male,24,Single,Other
Camping Equipment,Male,24,Single,Other
Camping Equipment,Female,44,Married,Other
Outdoor Protection,Female,44,Married,Other
Personal Accessories,Female,35,Married,Executive
Camping Equipment,Male,24,Single,Other
Camping Equipment,Male,24,Single,Other
Camping Equipment,Male,44,Married,Trades
Camping Equipment,Male,44,Married,Trades
Camping Equipment,Male,44,Married,Trades
Camping Equipment,Female,25,Single,Other
Camping Equipment,Female,25,Single,Other
Camping Equipment,Female,25,Single,Other
Camping Equipment,Female,25,Single,Other
Mountaineering Equipment,Male,41,Single,Sales
Camping Equipment,Male,41,Single,Sales
Camping Equipment,Male,41,Single,Sales
Mountaineering Equipment,Male,41,Single,Sales
Mountaineering Equipment,Male,41,Single,Sales
Camping Equipment,Male,41,Single,Sales
Golf Equipment,Male,40,Married,Professional
Camping Equipment,Female,39,Married,Executive
Camping Equipment,Male,40,Married,Executive
Camping Equipment,Male,40,Married,Executive
Camping Equipment,Female,43,Married,Other
Camping Equipment,Female,43,Married,Other
Personal Accessories,Male,40,Married,Professional
Camping Equipment,Male,24,Single,Student
Mountaineering Equipment,Male,39,Single,Executive
Personal Accessories,Female,29,Single,Professional
Personal Accessories,Female,29,Single,Professional
Personal Accessories,Female,26,Single,Student
Mountaineering Equipment,Male,27,Single,Trades
Camping Equipment,Male,27,Single,Trades
Camping Equipment,Male,27,Single,Trades
Camping Equipment,Male,22,Single,Trades
Personal Accessories,Female,37,Married,Executive
Camping Equipment,Male,33,Married,Executive
Personal Accessories,Female,25,Single,Retail
Camping Equipment,Male,33,Married,Executive
Camping Equipment,Male,43,Married,Executive
Camping Equipment,Male,42,Married,Executive
Mountaineering Equipment,Male,25,Married,Other
Personal Accessories,Male,25,Married,Other
Camping Equipment,Male,24,Single,Trades
Camping Equipment,Male,24,Single,Trades
Camping Equipment,Female,38,Married,Executive
Personal Accessories,Female,28,Single,Professional
Personal Accessories,Female,37,Single,Other
Camping Equipment,Male,36,Single,Executive
Personal Accessories,Male,36,Single,Executive
Camping Equipment,Female,29,Single,Retail
Mountaineering Equipment,Female,29,Single,Retail
Personal Accessories,Female,38,Married,Sales
Personal Accessories,Male,31,Married,Other
Camping Equipment,Male,34,Married,Other
Camping Equipment,Female,47,Married,Other
Outdoor Protection,Female,47,Married,Other
Personal Accessories,Female,26,Married,Retail
Personal Accessories,Female,47,Married,Professional
Mountaineering Equipment,Male,41,Married,Professional
Camping Equipment,Female,44,Married,Other
Golf Equipment,Female,31,Married,Other
Golf Equipment,Female,31,Married,Other
Personal Accessories,Female,23,Single,Student
Camping Equipment,Female,42,Unspecified,Hospitality
Camping Equipment,Female,44,Unspecified,Hospitality
Outdoor Protection,Female,44,Unspecified,Hospitality
Golf Equipment,Male,46,Married,Professional
Golf Equipment,Male,46,Married,Professional
Golf Equipment,Male,58,Married,Professional
Golf Equipment,Male,58,Married,Professional
Camping Equipment,Male,28,Single,Other
Camping Equipment,Female,42,Married,Other
Personal Accessories,Female,42,Married,Other
Golf Equipment,Male,41,Married,Other
Golf Equipment,Male,41,Married,Other
Personal Accessories,Female,27,Single,Professional
Personal Accessories,Female,65,Married,Retired
Personal Accessories,Female,37,Single,Other
Camping Equipment,Male,30,Married,Other
Mountaineering Equipment,Female,37,Married,Professional
Personal Accessories,Female,37,Married,Professional
Personal Accessories,Female,28,Single,Professional
Camping Equipment,Male,20,Single,Trades
Camping Equipment,Male,20,Single,Trades
Golf Equipment,Male,55,Married,Other
Golf Equipment,Male,55,Married,Other
Golf Equipment,Male,55,Married,Other
Camping Equipment,Male,40,Married,Executive
Camping Equipment,Male,22,Single,Other
Personal Accessories,Female,25,Married,Other
Camping Equipment,Male,43,Married,Other
Personal Accessories,Female,24,Single,Other
Mountaineering Equipment,Male,41,Single,Other
Mountaineering Equipment,Male,41,Single,Other
Personal Accessories,Female,36,Married,Other
Personal Accessories,Female,36,Married,Other
Mountaineering Equipment,Male,24,Single,Retail
Mountaineering Equipment,Male,24,Single,Retail
Camping Equipment,Male,24,Single,Retail
Camping Equipment,Male,21,Single,Sales
Camping Equipment,Male,21,Single,Sales
Golf Equipment,Male,41,Married,Trades
Mountaineering Equipment,Female,26,Single,Student
Golf Equipment,Male,49,Married,Retired
Golf Equipment,Male,49,Married,Retired
Camping Equipment,Male,33,Married,Other
Outdoor Protection,Male,33,Married,Other
Golf Equipment,Male,58,Married,Trades
Golf Equipment,Male,58,Married,Trades
Personal Accessories,Male,36,Married,Professional
Golf Equipment,Male,48,Married,Trades
Golf Equipment,Male,48,Married,Trades
Personal Accessories,Female,19,Single,Other
Mountaineering Equipment,Female,25,Single,Other
Golf Equipment,Male,55,Unspecified,Other
Golf Equipment,Male,55,Unspecified,Other
Golf Equipment,Male,55,Unspecified,Other
Camping Equipment,Female,43,Unspecified,Hospitality
Mountaineering Equipment,Male,20,Single,Sales
Personal Accessories,Female,41,Married,Professional
Personal Accessories,Male,21,Single,Other
Golf Equipment,Male,46,Married,Trades
Golf Equipment,Female,32,Married,Other
Camping Equipment,Male,26,Single,Other
Personal Accessories,Female,20,Single,Other
Camping Equipment,Female,19,Single,Hospitality
Camping Equipment,Female,19,Single,Hospitality
Camping Equipment,Female,19,Single,Hospitality
Camping Equipment,Female,19,Single,Hospitality
Golf Equipment,Male,59,Married,Other
Mountaineering Equipment,Male,45,Unspecified,Trades
Personal Accessories,Female,45,Married,Executive
Camping Equipment,Male,40,Married,Executive
Camping Equipment,Male,40,Married,Executive
Camping Equipment,Male,41,Married,Executive
Camping Equipment,Male,41,Married,Executive
Mountaineering Equipment,Female,30,Married,Professional
Personal Accessories,Female,30,Married,Professional
Camping Equipment,Female,26,Married,Sales
Personal Accessories,Female,26,Married,Sales
Mountaineering Equipment,Male,26,Single,Trades
Camping Equipment,Male,29,Single,Other
Personal Accessories,Female,34,Single,Professional
Personal Accessories,Female,20,Single,Professional
Camping Equipment,Female,30,Married,Executive
Outdoor Protection,Female,30,Married,Executive
Camping Equipment,Male,30,Married,Other
Personal Accessories,Female,25,Single,Professional
Personal Accessories,Female,25,Single,Professional
Camping Equipment,Female,25,Single,Professional
Camping Equipment,Female,45,Married,Hospitality
Camping Equipment,Female,45,Married,Hospitality
Camping Equipment,Female,45,Married,Hospitality
Camping Equipment,Male,37,Married,Executive
Camping Equipment,Male,37,Married,Executive
Camping Equipment,Male,37,Married,Executive
Camping Equipment,Male,37,Married,Executive
Mountaineering Equipment,Female,38,Married,Other
Personal Accessories,Female,28,Married,Executive
Personal Accessories,Female,35,Single,Other
Personal Accessories,Female,61,Married,Other
Outdoor Protection,Female,61,Married,Other
Camping Equipment,Male,20,Single,Other
Camping Equipment,Male,20,Single,Other
Mountaineering Equipment,Female,29,Single,Professional
Personal Accessories,Female,22,Single,Other
Personal Accessories,Female,37,Single,Other
Camping Equipment,Male,24,Single,Executive
Camping Equipment,Male,24,Single,Executive
Mountaineering Equipment,Male,26,Married,Sales
Mountaineering Equipment,Male,27,Single,Other
Personal Accessories,Female,43,Married,Professional
Golf Equipment,Female,59,Married,Other
Camping Equipment,Female,41,Married,Professional
Personal Accessories,Female,41,Married,Professional
Camping Equipment,Female,30,Married,Other
Camping Equipment,Female,30,Married,Other
Camping Equipment,Female,30,Married,Other
Outdoor Protection,Female,30,Married,Other
Camping Equipment,Male,30,Married,Other
Camping Equipment,Male,25,Single,Professional
Camping Equipment,Male,25,Single,Professional
Camping Equipment,Male,42,Married,Sales
Personal Accessories,Female,45,Married,Professional
Camping Equipment,Female,38,Unspecified,Hospitality
Camping Equipment,Female,34,Married,Other
Camping Equipment,Male,20,Single,Trades
Camping Equipment,Male,20,Single,Trades
Personal Accessories,Female,33,Single,Other
Camping Equipment,Female,31,Married,Executive
Outdoor Protection,Female,31,Married,Executive
Mountaineering Equipment,Male,28,Single,Trades
Camping Equipment,Male,35,Married,Trades
Camping Equipment,Male,35,Married,Trades
Camping Equipment,Male,40,Married,Other
Mountaineering Equipment,Male,40,Married,Other
Personal Accessories,Male,26,Married,Other
Personal Accessories,Male,25,Married,Other
Personal Accessories,Female,33,Married,Other
Personal Accessories,Female,43,Married,Professional
Mountaineering Equipment,Male,31,Single,Other
Mountaineering Equipment,Male,37,Single,Professional
Personal Accessories,Male,29,Single,Retail
Mountaineering Equipment,Male,19,Single,Retail
Personal Accessories,Female,59,Married,Other
Camping Equipment,Male,40,Married,Sales
Camping Equipment,Male,40,Married,Sales
Camping Equipment,Male,36,Married,Other
Camping Equipment,Female,44,Unspecified,Hospitality
Personal Accessories,Male,37,Married,Other
Camping Equipment,Male,30,Married,Other
Personal Accessories,Male,47,Married,Professional
Mountaineering Equipment,Male,21,Single,Student
Mountaineering Equipment,Male,21,Single,Student
Mountaineering Equipment,Male,21,Single,Student
Personal Accessories,Female,47,Unspecified,Hospitality
Mountaineering Equipment,Female,24,Unspecified,Other
Camping Equipment,Female,44,Married,Retired
Personal Accessories,Female,44,Married,Retired
Camping Equipment,Male,35,Married,Executive
Golf Equipment,Male,58,Married,Other
Mountaineering Equipment,Male,39,Single,Professional
Mountaineering Equipment,Male,39,Single,Professional
Mountaineering Equipment,Male,39,Single,Professional
Mountaineering Equipment,Male,39,Single,Professional
Camping Equipment,Female,39,Married,Other
Camping Equipment,Male,32,Single,Student
Personal Accessories,Male,32,Single,Student
Camping Equipment,Male,32,Single,Student
Personal Accessories,Female,27,Single,Professional
Personal Accessories,Female,25,Married,Sales
Personal Accessories,Female,25,Single,Professional
Personal Accessories,Female,31,Married,Other
Mountaineering Equipment,Male,28,Single,Trades
Mountaineering Equipment,Male,28,Single,Trades
Camping Equipment,Female,36,Unspecified,Hospitality
Camping Equipment,Male,34,Single,Student
Camping Equipment,Male,29,Single,Professional
Camping Equipment,Male,29,Single,Professional
Camping Equipment,Female,44,Married,Other
Outdoor Protection,Female,44,Married,Other
Camping Equipment,Male,26,Married,Executive
Personal Accessories,Male,36,Married,Professional
Personal Accessories,Male,36,Married,Professional
Personal Accessories,Male,36,Married,Professional
Mountaineering Equipment,Female,26,Single,Professional
Outdoor Protection,Female,26,Single,Professional
Personal Accessories,Female,37,Married,Executive
Camping Equipment,Male,40,Married,Executive
Camping Equipment,Male,40,Married,Executive
Camping Equipment,Male,40,Married,Executive
Camping Equipment,Male,34,Married,Executive
Camping Equipment,Male,32,Married,Trades
Camping Equipment,Male,32,Married,Trades
Mountaineering Equipment,Female,28,Unspecified,Professional
Mountaineering Equipment,Female,28,Unspecified,Professional
Mountaineering Equipment,Female,28,Unspecified,Professional
Personal Accessories,Female,28,Unspecified,Professional
Camping Equipment,Female,45,Married,Hospitality
